gamma,net_arch,log_prob_loss,target_log_probs,target_back_probs,reward_type,adv_coef,horizon,n_epochs,policy_name,n_traj,temp,n_trials,n_states,lr,val_coef,hard,use_returns,use_z,kl_coef,use_scheduler,scores_mean,scores_std,correls_mean,correls_std
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,True,1.0,False,0.1419490154416944,0.060619091406388534,-0.11728829904069271,0.30734685909160636
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,True,1.0,False,0.12159553943658255,0.05601925541633812,0.3315285708041472,0.5649487072244324
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,True,1.0,False,0.11991092149532454,0.06445414361331296,0.07204714953772565,0.3169786212160167
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,True,1.0,False,0.11589022531225797,0.04921956847844351,0.06260959131230234,0.567598266429493
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,True,1.0,False,0.17226276280988162,0.0,0.3649466424797979,0.22757609053368177
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,False,True,1.0,False,0.056598418978993606,0.0579941328045588,0.2217704331017135,0.3980424360274252
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,True,1.0,False,0.1471874559601179,0.05015061369952745,0.15956597011982437,0.4450909226239166
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.11882179982423391,0.0659251214895558,-0.15009252700076686,0.23982922632579862
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.15426529317537352,0.035986118136890295,0.2067843305273514,0.15088737296134203
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.09191915866377535,0.0477009561725579,-0.13736942466079927,0.4078540677092187
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,True,True,1.0,False,0.639711502592127,0.4436692102440735,0.4339379614729969,0.487543491383673
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.16762532449305306,0.009244069432893805,0.00936697424989783,0.43859387154069823
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.48741762309632863,0.4188034768378277,0.3927132742530562,0.2789330527013779
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.3078854783753509,0.35072369863914454,0.43663343270286176,0.2549776867708955
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.10625694173041209,0.0324705837580865,0.08896272430615172,0.34694713335387134
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.1421406191033489,0.060244287413065395,0.3861390896652447,0.09203749979669466
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.5032311980457559,0.4053519429629345,0.31040087464229027,0.31267223110332637
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.3222074973981515,0.34024048344786767,0.48228835655731517,0.17465517995596105
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.4210800140311043,0.44136060781187375,0.08063368386845923,0.3175282323362166
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.17225125557282936,1.4746522133188169e-05,0.21628780666555603,0.14572821853539475
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.3378102102479053,0.3310948948760474,0.4140059444890113,0.22673242298407484
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.4428137690432786,0.4582855506396465,0.5089801663382153,0.2609819403364125
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,True,False,True,1.0,False,0.47404258106525016,0.4327648130481384,0.42527129347949477,0.28993870182654125
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,True,False,True,1.0,False,0.12108500355637734,0.0626727647306574,0.29976181242885114,0.43880763943991447
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.7796000665219951,0.24615121724287023
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.5033576576859289,0.4055067744433763,0.5589191855526112,0.3178386867604208
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.08819889961611026,0.049485486574295946,-0.01875303178588735,0.49345604101172014
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.15664747971626583,0.031199148083060867,0.375436292203069,0.10281842495049984
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.8145417268571986,0.23133040391478268
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.8108844708664302,0.2420480569015661
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.24742341459957892,0.30395214540115933,-0.07633808456424647,0.35146567470915363
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.6689051051239526,0.40550677444337635,0.6687963809761899,0.27684396218908996
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.1510629702495207,0.042396474412779876,0.06491353374215514,0.3402311254814543
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.30799243312567226,0.3039495823335124,0.4155001060655053,0.22357650748771468
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.14730939207347704,0.03784688852041365,0.24989778592126863,0.31114259895622415
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.639483480495594,0.4408340217452204,0.4903345964932494,0.27362319204330426
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.6689051051239527,0.4055067744433763,0.5236762057938332,0.2318964683741686
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.1261000676298943,0.05679382206380543,-0.0008612260519538006,0.4267566833096813
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,True,False,True,1.0,False,0.6445427212237194,0.4352525913238874,0.48427844546036863,0.2874265363786016
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,True,False,True,1.0,False,0.17223478525774194,1.6715456049322087e-05,-0.096183408873994,0.13578606547247307
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.09228738021238354,0.04199510614261752,-0.3487860191442853,0.33040280936897254
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.09315880298465602,0.06459223541653929,0.5134632094721643,0.12218253491582544
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.16933571445484352,0.005820950869741604,0.2671563905190739,0.24878644151753965
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.14020609969703426,0.04625252586235015,0.4394773982453045,0.2784110302421618
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.32512233099208426,0.3390427156223697,0.08685848928808541,0.5071604325706388
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.3077272620737895,0.3510043803995008,0.3739927039138495,0.33937208114132106
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.1498771260849711,0.04474524492699641,0.037457554149690535,0.1334342637678539
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.3378102102479053,0.3310948948760474,0.3972677682869935,0.24927889601479242
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.27652686115479075,0.3498560607054632,0.08712398503085535,0.4080728049724523
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.3378102102479053,0.3310948948760474,0.2784808448741022,0.12072516925224565
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.50329479430803,0.4054297950276933,0.3688580341835883,0.23792139663973333
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.17226276280988162,0.0,-0.35276629626281525,0.18962589847202418
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.17224263955419353,7.349868362364246e-06,0.040936224115531716,0.04673204963479328
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.5030228778448758,0.4051156505138305,0.1285319745113613,0.1954092356477497
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,True,False,True,1.0,False,0.17226276280988162,0.0,0.3461897062807264,0.24521372489643148
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,True,False,True,1.0,False,0.15864546255695966,0.016705671255122706,-0.20618059614622353,0.1647575261733702
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.7063260209587888,0.2577867090795152
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.6689051051239526,0.40550677444337635,0.5961597066168243,0.28918944699912746
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.9993233995434692,0.001037093618279203,0.3954628382689174,0.20217137270555388
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.26698686029125385,0.3359078463503663,0.34350496611041936,0.41476864879677794
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.08706482630900199,0.0613790241216008,0.09468206631457,0.33290382235227156
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.7471523554200734,0.1964651891776848
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.17225963790856674,6.017955718212492e-06,0.3683891685392373,0.15591978954004473
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.6772379426838145,0.2827734996818453
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.11327770058051705,0.07231325065763083,0.28789126660976194,0.38932302445257305
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.15133885065717168,0.041835769604270504,0.10792309349048027,0.18799581087964445
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.07659530852756873,0.054935592310528227,0.04515024430813401,0.48067984618228665
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.1722410322462386,2.6755715981099164e-05,0.02273616210243343,0.267468464561104
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.1278326890569839,0.05616559101486177,-0.47451437186961787,0.45432756617230835
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.10067400097423891,0.047238873306828494,-0.09388336353431984,0.3413590111162471
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,False,False,True,1.0,False,0.17223521097004044,2.335338041336425e-05,-0.3967315112744985,0.15002137977428753
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.13395728119429587,0.050488855082497404,0.2699558292344062,0.19597287273504496
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.1589175209857479,0.026626771698127563,0.3348167702509888,0.18954800383651244
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.17210956071681832,0.0002782181977112476,-0.11303711694871343,0.4207351818354323
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.12777330649071977,0.05951471705345524,0.015729998157602287,0.534151805070904
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.14133774806166768,0.06185002949642791,0.1687565951578352,0.46306189473642084
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.05273084863260432,0.048850875552969415,-0.0066613344530191635,0.32262744169572144
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,True,False,True,1.0,False,0.17226276280988162,0.0,0.4330320947729711,0.08127994822769981
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.17223944184095996,4.664193784331694e-05,0.4680351893857506,0.06167701910055916
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.4728004671814955,0.4327076437547788,0.5541677547570854,0.1488038955886596
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.5028406774275153,0.40489550707443356,0.39504607512767265,0.12071912199879103
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.653302392274199,0.42533217421783404,0.5150075310103146,0.4089195688193119
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.3378102102479053,0.3310948948760474,0.5457337993429421,0.1885055187611047
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.47311096546684916,0.4337329571181548,0.42056054762903605,0.23108358914324215
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.16002640846353883,0.05512237042776584,0.014125687303287254,0.2787794335942109
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.29475096628740305,0.35587118962102704,-0.12368272152358788,0.26457382890487813
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.0,False,False,True,1.0,False,0.17226276280988162,0.0,0.14563160704964467,0.2329533996312864
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.0,False,False,True,1.0,False,0.13772454734806,0.046360087677567156,0.0838457788366467,0.16593287671158555
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,1.0,0.0,0.9172449719194725,0.015137960711449572
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.10201607573581958,0.062229817804747435,0.3665087843400531,0.22999141954196298
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,1.0,0.0,0.9006711933605891,0.02076868290343515
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,0.8339147370603726,0.33082608868939295,0.5288901028270456,0.2437648951527697
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.10327164125395336,0.036773884019825474,0.5902259796478133,0.04791806404961731
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.1722570926627568,1.0689665389928712e-05,0.528215774551788,0.09387601478629852
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,0.8338615060473785,0.3308000499918062,0.7086595698624532,0.10252316425427044
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.17226276280988162,0.0,0.4950164209081079,0.21433031683574846
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.7465597871354557,0.22588593892959977
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.11528258485936951,0.05007778575398165,0.6282676836518936,0.10567474398594372
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.11047412611417144,0.0549542729441687,0.5181468491005672,0.10672165921001478
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.14387933315091855,0.05673793709491289,0.5313828433472787,0.06761859217328646
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.5,False,False,True,1.0,False,0.14194427518635588,0.060633803327068136,0.5373337752515767,0.1266586204792985
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,1.0,0.0,0.8956948671378321,0.042386872460664554
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.1012063281156818,0.03900268741364758,0.62968101920514,0.14046985394183198
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.09559414818021693,0.04179908771306083,0.5462277113186357,0.11374987982943335
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.09424919856111276,0.0,0.6844184964703907,0.06038031002110744
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.08262675246326873,0.023244892195688045,0.5958738346380272,0.08951759151875276
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.17226276280988162,0.0,0.3269884472058896,0.16638620179840338
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.1048163154117644,0.05790709714827289,0.6309493072258556,0.08810374895037024
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.5033576576859289,0.4055067744433763,0.4646078535385151,0.16033142066032438
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.33740838832818343,0.33029125103660356,0.3505645996256646,0.2014422047525291
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,0.9996171625223053,0.0007656749553893949,0.8099182091304928,0.13675765235655427
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.17226276280988162,0.0,0.26158220038404567,0.21041038410732216
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.6689047257016976,0.4055072391392812,0.5163523029033174,0.23904695642390664
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.6689051051239527,0.4055067744433763,0.47581991107700966,0.1838421658315023
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.14855495108398037,0.04737797210619589,0.5779939516888446,0.07817535436034227
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.13524818556432994,0.04625455650217217,0.5833386732761905,0.10338315388091764
0.99,"[8, 8]",kl,True,False,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.17226276280988162,0.0,0.19727384855213353,0.2953757531120376
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,20,5,5,6,0.001,0.5,False,False,True,1.0,False,0.8343805868059253,0.33105894133043234,0.546772887681726,0.18460276466842188
0.99,"[8, 8]",kl,True,False,next state only,1.0,7,100,Hard Smax,100,1,5,6,0.001,0.5,False,False,True,1.0,False,0.07912475758944586,0.030248881943333798,0.5992126415900723,0.12754544482012453
0.99,"[8, 8]",kl,True,True,state,1.0,7,100,Hard Smax,100,5,5,6,0.001,0.0,False,False,True,1.0,False,0.8344525525619764,0.3310948948760474,0.7718578237858844,0.15129633786540794
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.8171159762931385,0.3657680474137231,0.8468164761746223,0.1235746148443581
0.99,"[8, 8]",kl,True,False,next state only,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.11572526517864128,0.061675655396015945,0.13809572024255654,0.3921491923849819
0.99,"[8, 8]",kl,True,True,next state only,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,True,False,1.0,False,0.07210425386684009,0.05654342121931857,-0.2262394222349425,0.45215392212635847
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.15666004996012783,0.031205425699507544,-0.122331399130077,0.11071049180269495
0.99,"[8, 8]",kl,True,True,state,0.0,7,100,Hard Smax,100,5,5,6,0.001,0.5,False,False,True,1.0,False,0.9997227298138818,0.0005545403722364117,0.7348182440300818,0.17884731148574964
0.99,"[8, 8]",kl,True,False,state,0.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,True,False,1.0,False,0.17224931829242818,1.6766516211197982e-05,0.07604837194332315,0.1274990745009043
0.99,"[8, 8]",kl,True,True,next state only,1.0,7,100,Hard Smax,20,1,5,6,0.001,0.0,True,True,False,1.0,False,0.09458483121941427,0.06940652506336366,-0.1522748038143851,0.43137102631901947
